class,order,family,type.status,distribution,record.status,number,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,canonical
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",851,Anomiopsyllus,NA,falsicalifornicus,NA,"Fox, 1929,",Anomiopsyllus falsicalifornicus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Georgia),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",852,Ctenophthalmus,NA,pseudagyrtes,NA,"Baker, 1904,",Ctenophthalmus pseudagyrtes
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Nevada),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",853,Jordanopsylla,NA,becki,NA,"Hastriter, 2000,",Jordanopsylla becki
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Utah),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",854,Megarthroglossus,NA,smiti,NA,"Mendez, 1954,",Megarthroglossus smiti
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Colorado, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",855,Megarthroglossus,NA,wilsoni,NA,"Mendez & Haas, 1973,",Megarthroglossus wilsoni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Nevada, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",856,Meringis,NA,cummingi,NA,",",Meringis cummingi
Insecta,Siphonaptera,Rhopalopsyllidae,NA,United States (Florida),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",857,Polygenis,NA,floridanus,NA,"Johnson & Layne, 1961,",Polygenis floridanus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Oregon, Washington, Wisconsin)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",858,Meringis,NA,shannoni,NA,",",Meringis shannoni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Texas),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",859,Meringis,NA,vitabilis,NA,"Eads, 1960,",Meringis vitabilis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",860,Nearctopsylla,NA,princei,NA,"Holland & Jameson, 1950,",Nearctopsylla princei
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",861,Anomiopsyllus,NA,walkeri,NA,"Barnes, 1965,",Anomiopsyllus walkeri
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (West Virginia),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",862,Catallagia,NA,borealis,NA,"Ewing, 1929,",Catallagia borealis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Arizona),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",863,Catallagia,NA,duffneri,NA,"Lewis & Haas, 2001,",Catallagia duffneri
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",864,Catallagia,NA,mathesoni,NA,"Jameson, 1950,",Catallagia mathesoni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Kansas),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",865,Conorhinopsylla,NA,nidicola,NA,"Jellison, 1945,",Conorhinopsylla nidicola
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Minnesota, Montana, Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",866,Corypsylla,NA,ornata,NA,"Fox, 1908,",Corypsylla ornata
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Utah),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",867,Jordanopsylla,NA,allredi,NA,"Traub & Tipton, 1951,",Jordanopsylla allredi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Colorado, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",868,Megarthroglossus,NA,cavernicolus,NA,"Mendez & Haas, 1972,",Megarthroglossus cavernicolus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Colorado),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",869,Megarthroglossus,NA,weaveri,NA,"Eads & Campos, 1977,",Megarthroglossus weaveri
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Texas),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",870,Meringis,NA,agilis,NA,"Eads, 1960,",Meringis agilis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (New Mexico),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",871,Meringis,NA,disparalis,NA,"Eads, 1979,",Meringis disparalis
Insecta,Siphonaptera,Vermipsyllidae,NA,United States (Colorado),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",872,Chaetopsylla,NA,floridensis,NA,",",Chaetopsylla floridensis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Utah),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",873,Ceratophyllus,NA,affinis,neglectus,"Smit, 1958,",Ceratophyllus affinis neglectus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Nevada)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",874,Dactylopsylla,NA,bluei,NA,",",Dactylopsylla bluei
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Colorado, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",875,Dactylopsylla,NA,percernis,NA,"Eads & Menzies, 1949,",Dactylopsylla percernis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (New Mexico),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",876,Foxella,(Foxella),ignota,apachina,",",Foxella ignota apachina
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Montana, Nevada)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",877,Thrassis,NA,francisi,NA,",",Thrassis francisi
Insecta,Siphonaptera,Ischnopsyllidae,NA,"United States (Colorado, Nevada)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",878,Nycteridopsylla,NA,intermedia,NA,"Lewis & Wilson, 1982,",Nycteridopsylla intermedia
Insecta,Siphonaptera,Leptopsyllidae,NA,"United States (Alabama, Alaska, Arkansas, Connecticut, District of Columbia, Florida, Georgia, Iowa, Kansas, Maryland, Massachusetts, Missouri, New Jersey, North Carolina, Ohio, Pennsylvania, South Carolina, Virginia)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",879,Odontopsyllus,NA,multispinosus,NA,",",Odontopsyllus multispinosus
Insecta,Siphonaptera,Leptopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",880,Peromyscopsylla,NA,ebrighti,NA,",",Peromyscopsylla ebrighti
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Colorado, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",881,Meringis,NA,facilis,NA,"Eads, 1979,",Meringis facilis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Colorado, New Mexico, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",882,Meringis,NA,nidi,NA,"Williams & Hoff, 1951,",Meringis nidi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Oregon),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",883,Paratyphloceras,NA,oregonensis,NA,"Ewing, 1940,",Paratyphloceras oregonensis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Nevada, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",884,Rhadinopsylla,(Acetnophthalmus),heiseri,NA,",",Rhadinopsylla heiseri
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Maryland, Pennsylvania)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",885,Rhadinopsylla,NA,orama,NA,"Smith, 1957,",Rhadinopsylla orama
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Arizona, Montana)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",886,Anomiopsyllus,NA,montanus,NA,"Collins, 1935,",Anomiopsyllus montanus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Arizona, Colorado, New Mexico, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",887,Anomiopsyllus,NA,novomexicanensis,NA,"Williams & Hoff, 1951,",Anomiopsyllus novomexicanensis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Nevada, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",888,Carteretta,NA,carteri,NA,"Fox, 1927,",Carteretta carteri
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",889,Catallagia,NA,wymani,NA,",",Catallagia wymani
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",890,Corypsylla,NA,kohlsi,NA,",",Corypsylla kohlsi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Arizona, California, Nevada, New Mexico, Texas, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",891,Meringis,NA,dipodomys,NA,"Kohls, 1938,",Meringis dipodomys
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Alabama, Alaska, Colorado, Deleware, District of Columbia, Florida, Georgia, Iowa, Kansas, Maine, Maryland, Massachusetts, New York, North Carolina, Ohio, Pennsylvania, South Carolina, Tennessee, Virginia)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",892,Stenoponia,NA,americana,NA,",",Stenoponia americana
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Oregon),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",893,Trichopsylloides,NA,oregonensis,NA,"Ewing, 1938,",Trichopsylloides oregonensis
Insecta,Siphonaptera,Pulicidae,NA,"United States (Arizona, California, Colorado, Idaho, Minnesota, Montana, Nevada, New Mexico, Oregon, Utah, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",894,Cediopsylla,NA,inaequalis,NA,",",Cediopsylla inaequalis
Insecta,Siphonaptera,Pulicidae,NA,United States (Arizona),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",895,Hectopsylla,NA,suarezi,NA,"Fox, 1929,",Hectopsylla suarezi
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Montana),"Reviewed, 2011, Submitted by F. Shockley, SI.",896,Ceratophyllus,(Ceratophyllus),rossittensis,swansoni,"1974,",Ceratophyllus rossittensis swansoni
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Washington),"Reviewed, 2011, Submitted by F. Shockley, SI.",897,Ceratophyllus,(Monopsyllus),vison,fousta,"Hubbard, 1952,",Ceratophyllus vison fousta
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Idaho, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",898,Eumolpianus,NA,wallowensis,NA,"Hubbard, 1950,",Eumolpianus wallowensis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Colorado, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.",899,Foxella,(Foxella),ignota,albertensis,"Jordan & Rothschild, 1915,",Foxella ignota albertensis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Colorado, Illinois, Kansas, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.",900,Foxella,(Foxella),ignota,ignota,"Baker, 1895,",Foxella ignota ignota
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Wyoming),"Reviewed, 2011, Submitted by F. Shockley, SI.",902,Amaradix,NA,bitterrootensis,vonfintelis,"Prince, 1959,",Amaradix bitterrootensis vonfintelis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Idaho, Montana, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.",903,Ceratophyllus,(Amonopsyllus),ciliatus,kincaidi,"Hubbard, 1947,",Ceratophyllus ciliatus kincaidi
Insecta,Siphonaptera,Ceratophyllidae,NA,United States,"Reviewed, 2011, Submitted by F. Shockley, SI.",904,Ceratophyllus,(Ceratophyllus),lari,NA,"Holland, 1951,",Ceratophyllus lari
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Alaska),"Reviewed, 2011, Submitted by F. Shockley, SI.",905,Ceratophyllus,(Ceratophyllus),niger,NA,"Fox, 1908,",Ceratophyllus niger
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Nevada),"Reviewed, 2011, Submitted by F. Shockley, SI.",906,Dactylopsylla,NA,bluei,psila,"Prince & Stark, 1951,",Dactylopsylla bluei psila
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Colorado, Montana, Oregon, Utah, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",908,Eumolpianus,NA,eumolpi,NA,",",Eumolpianus eumolpi
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Colorado, Nevada)","Reviewed, 2011, Submitted by F. Shockley, SI.",909,Eumolpianus,NA,eutamiadis,NA,"Augustson, 1942,",Eumolpianus eutamiadis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",910,Eumolpianus,NA,fornacis,NA,"Jordan, 1937,",Eumolpianus fornacis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",911,Eumolpianus,NA,orarius,NA,"Johnson, 1961,",Eumolpianus orarius
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",912,Foxella,(Foxella),ignota,coufferi,"Augustson, 1942,",Foxella ignota coufferi
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Arizona),"Reviewed, 2011, Submitted by F. Shockley, SI.",913,Foxella,(Foxella),ignota,omissa,"Prince, 1945,",Foxella ignota omissa
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Nevada, Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",914,Foxella,(Foxella),ignota,recula,"Jordan & Rothschild, 1915,",Foxella ignota recula
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Colorado, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.",915,Foxella,(Foxella),ignota,utahensis,"Wagner, 1936,",Foxella ignota utahensis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Arizona),"Reviewed, 2011, Submitted by F. Shockley, SI.",916,Foxella,(Foxella),ignota,NA,",",Foxella ignota
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Texas),"Reviewed, 2011, Submitted by F. Shockley, SI.",918,Jellisonia,NA,bullisi,NA,"Augustson, 1944,",Jellisonia bullisi
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Arizona, California, Colorado, Idaho, Montana, Nevada, New Mexico, Oregon, South Dakota, Utah, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",919,Malaraeus,NA,telchinus,NA,"Rothschild, 1905,",Malaraeus telchinus
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Washington),"Reviewed, 2011, Submitted by F. Shockley, SI.",921,Megabothris,(Amegabothris),abantis,NA,"Rothschild, 1905,",Megabothris abantis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",923,Orchopeas,NA,dieteri,NA,"Fox, 1929,",Orchopeas dieteri
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Nebraska),"Reviewed, 2011, Submitted by F. Shockley, SI.",924,Orchopeas,NA,howardi,texensis,"Eads, 1950,",Orchopeas howardi texensis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Illinois),"Reviewed, 2011, Submitted by F. Shockley, SI.",925,Orchopeas,NA,illinoiensis,NA,"Lewis, 1998,",Orchopeas illinoiensis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Nevada, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",926,Orchopeas,NA,latens,NA,"Jordan, 1925,",Orchopeas latens
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",927,Amalaraeus,NA,dobbsi,NA,"Hubbard, 1940,",Amalaraeus dobbsi
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Alabama, Arkansas, California, Connecticut, Florida, Georgia, Illinois, Indiana, Kansas, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nebraska, New Hampshire, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Vermont, Virginia)","Reviewed, 2011, Submitted by F. Shockley, SI.",928,Orchopeas,NA,howardi,howardi,"Baker, 1895,",Orchopeas howardi howardi
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Arizona),"Reviewed, 2011, Submitted by F. Shockley, SI.",929,Orchopeas,NA,neotomae,NA,"Augustson, 1943,",Orchopeas neotomae
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Nevada, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",930,Orchopeas,NA,sexdentatus,nevadensis,"Jordan, 1929,",Orchopeas sexdentatus nevadensis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Maryland, North Carolina)","Reviewed, 2011, Submitted by F. Shockley, SI.",931,Orchopeas,NA,sexdentatus,pennsylvanicus,"Jordan, 1928,",Orchopeas sexdentatus pennsylvanicus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Arizona, California, Colorado, Georgia, Kansas, Kentucky, Nevada, Oregon, Tennessee, Texas, Utah, Virginia)","Reviewed, 2011, Submitted by F. Shockley, SI.",932,Orchopeas,NA,sexdentatus,sexdentatus,"Baker, 1904,",Orchopeas sexdentatus sexdentatus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Idaho, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",934,Oropsylla,(Hubbardipsylla),oregonensis,NA,"Good & Prince, 1939,",Oropsylla oregonensis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Montana, Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",935,Oropsylla,(Hubbardipsylla),washingtonensis,NA,"Good & Prince, 1939,",Oropsylla washingtonensis
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Arizona, Colorado, Montana, New Mexico, North Dakota, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",936,Oropsylla,(Opisocrostis),tuberculata,cynomuris,"Jellison, 1939,",Oropsylla tuberculata cynomuris
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Alaska),"Reviewed, 2011, Submitted by F. Shockley, SI.",938,Oropsylla,(Oropsylla),alaskensis,NA,"Baker, 1904,",Oropsylla alaskensis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Washington),"Reviewed, 2011, Submitted by F. Shockley, SI.",939,Spicata,NA,comis,comis,"Jordan, 1929,",Spicata comis comis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Oregon),"Reviewed, 2011, Submitted by F. Shockley, SI.",940,Spicata,NA,comis,walkeri,"Hubbard, 1954,",Spicata comis walkeri
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",941,Spicata,NA,comis,NA,",",Spicata comis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Nevada),"Reviewed, 2011, Submitted by F. Shockley, SI.",942,Spicata,NA,monticola,NA,"Prince, 1945,",Spicata monticola
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Colorado, Idaho, Montana, Oregon, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",943,Thrassis,NA,acamantis,utahensis,"Wagner, 1936,",Thrassis acamantis utahensis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Montana),"Reviewed, 2011, Submitted by F. Shockley, SI.",944,Thrassis,NA,pandorae,pandorae,"Jellison, 1937,",Thrassis pandorae pandorae
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Colorado),"Reviewed, 2011, Submitted by F. Shockley, SI.",945,Thrassis,NA,stanfordi,NA,"Wagner, 1936,",Thrassis stanfordi
Insecta,Siphonaptera,Ischnopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",947,Myodopsylla,NA,palposa,NA,"Rothschild, 1904,",Myodopsylla palposa
Insecta,Siphonaptera,Ischnopsyllidae,NA,"United States (California, Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",948,Nycteridopsylla,NA,vancouverensis,NA,"Wagner, 1936,",Nycteridopsylla vancouverensis
Insecta,Siphonaptera,Leptopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",950,Geusibia,NA,ashcrafti,NA,"Augustson, 1941,",Geusibia ashcrafti
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Utah),"Reviewed, 2011, Submitted by F. Shockley, SI.",951,Amphalius,NA,runatus,necopinus,"Jordan, 1925,",Amphalius runatus necopinus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Colorado, Nevada, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",952,Ceratophyllus,(Amonopsyllus),ciliatus,ciliatus,"Baker, 1904,",Ceratophyllus ciliatus ciliatus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Arizona, California, Nevada)","Reviewed, 2011, Submitted by F. Shockley, SI.",953,Ceratophyllus,(Amonopsyllus),ciliatus,mononis,"Jordan, 1929,",Ceratophyllus ciliatus mononis
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Alaska),"Reviewed, 2011, Submitted by F. Shockley, SI.",954,Ceratophyllus,(Ceratophyllus),adustus,NA,"Jordan, 1923,",Ceratophyllus adustus
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Alaska),"Reviewed, 2011, Submitted by F. Shockley, SI.",955,Ceratophyllus,(Ceratophyllus),zhovtyii,NA,"Yemel'yanova & Goncharov, 1966,",Ceratophyllus zhovtyii
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",956,Dactylopsylla,NA,bluei,bluei,"Fox, 1909,",Dactylopsylla bluei bluei
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Arizona, Colorado, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.",958,Eumolpianus,NA,cyrturus,NA,"Jordan, 1929,",Eumolpianus cyrturus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",959,Foxella,(Foxella),ignota,franciscana,"Rothschild, 1910,",Foxella ignota franciscana
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",960,Opisodasys,(Oxypsylla),nesiotus,NA,"Augustson, 1941,",Opisodasys nesiotus
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (New Mexico),"Reviewed, 2011, Submitted by F. Shockley, SI.",961,Opisodasys,(Sciuropsylla),robustus,NA,",",Opisodasys robustus
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Arizona),"Reviewed, 2011, Submitted by F. Shockley, SI.",962,Orchopeas,NA,sexdentatus,schisintus,"Jordan, 1929,",Orchopeas sexdentatus schisintus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Idaho, Montana, Nevada, Oregon, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",964,Thrassis,NA,acamantis,howelli,"Jordan, 1925,",Thrassis acamantis howelli
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Idaho, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",965,Thrassis,NA,acamantis,medius,"Stark, 1970,",Thrassis acamantis medius
Insecta,Siphonaptera,Leptopsyllidae,NA,United States (New Mexico),"Reviewed, 2011, Submitted by F. Shockley, SI.",967,Peromyscopsylla,NA,draco,NA,"Hopkins, 1951,",Peromyscopsylla draco
